classification,priority,theme,reason,required_change,file,line,class,member,kind,symbol,text
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,326,ExternalDistributivosService,CedulasRequired,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,331,ExternalDistributivosService,NoDistributivosForCedulas,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,331,ExternalDistributivosService,NoDistributivosForCedulas,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,331,ExternalDistributivosService,NoDistributivosForCedulas,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,332,ExternalDistributivosService,NoDistributivosForCedulas,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,332,ExternalDistributivosService,NoDistributivosForCedulas,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,332,ExternalDistributivosService,NoDistributivosForCedulas,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,337,ExternalDistributivosService,CorreosRequired,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,337,ExternalDistributivosService,CorreosRequired,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,337,ExternalDistributivosService,CorreosRequired,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,338,ExternalDistributivosService,CorreosRequired,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,338,ExternalDistributivosService,CorreosRequired,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,338,ExternalDistributivosService,CorreosRequired,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,343,ExternalDistributivosService,NoDistributivosForCorreos,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,343,ExternalDistributivosService,NoDistributivosForCorreos,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,343,ExternalDistributivosService,NoDistributivosForCorreos,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,344,ExternalDistributivosService,NoDistributivosForCorreos,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,344,ExternalDistributivosService,NoDistributivosForCorreos,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,344,ExternalDistributivosService,NoDistributivosForCorreos,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,349,ExternalDistributivosService,PeriodosRequired,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,349,ExternalDistributivosService,PeriodosRequired,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,349,ExternalDistributivosService,PeriodosRequired,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,350,ExternalDistributivosService,PeriodosRequired,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,350,ExternalDistributivosService,PeriodosRequired,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,350,ExternalDistributivosService,PeriodosRequired,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,355,ExternalDistributivosService,NoDistributivosForPeriodos,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,355,ExternalDistributivosService,NoDistributivosForPeriodos,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,355,ExternalDistributivosService,NoDistributivosForPeriodos,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,356,ExternalDistributivosService,NoDistributivosForPeriodos,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,356,ExternalDistributivosService,NoDistributivosForPeriodos,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,356,ExternalDistributivosService,NoDistributivosForPeriodos,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,361,ExternalDistributivosService,FacultadesRequired,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,361,ExternalDistributivosService,FacultadesRequired,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,361,ExternalDistributivosService,FacultadesRequired,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,362,ExternalDistributivosService,FacultadesRequired,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,362,ExternalDistributivosService,FacultadesRequired,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,362,ExternalDistributivosService,FacultadesRequired,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,367,ExternalDistributivosService,NoDistributivosForFacultades,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,367,ExternalDistributivosService,NoDistributivosForFacultades,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,367,ExternalDistributivosService,NoDistributivosForFacultades,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,368,ExternalDistributivosService,NoDistributivosForFacultades,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,368,ExternalDistributivosService,NoDistributivosForFacultades,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,368,ExternalDistributivosService,NoDistributivosForFacultades,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,373,ExternalDistributivosService,UnexpectedList,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,373,ExternalDistributivosService,UnexpectedList,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,373,ExternalDistributivosService,UnexpectedList,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,374,ExternalDistributivosService,UnexpectedList,type,tesisproject.shared.Responses.ServiceResult<System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>>,ServiceResult<List<ExternalTeacherDistributivoModel>>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,374,ExternalDistributivosService,UnexpectedList,type,System.Collections.Generic.List<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,List<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,374,ExternalDistributivosService,UnexpectedList,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,379,ExternalDistributivosService,UnexpectedSingle,type,tesisproject.shared.Responses.ServiceResult<tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel>,ServiceResult<ExternalTeacherDistributivoModel>
MANUAL,P2,Otros: agregados y contratos,El tipo forma parte de un agregado o contrato genérico que todavía devuelve entidades legacy.,"Migrar conjuntamente repositorio, interfaz, UoW y navegaciones del agregado. Revisar Project/Group/GroupMember, objetivos, documentos, presupuesto y catálogos; no mezclar instancias EF de ambos modelos.",tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,379,ExternalDistributivosService,UnexpectedSingle,type,tesisproject.shared.Entities.External.ExternalTeacherDistributivoModel,ExternalTeacherDistributivoModel
